run_name,subject_id,samples,mae,true_mean,pred_mean
visual_baseline_fixed_age_split_seed7000,group02_subject_16,2090,0.260483457483173,2.852392344497608,2.905127288508073
visual_baseline_fixed_age_split_seed7000,group02_subject_20,2459,0.31787688124223473,2.7932086213908094,2.765118709760451
visual_baseline_fixed_age_split_seed7000,group03_subject_11,2523,0.3744928088397957,3.162504954419342,2.8164272031470325
visual_baseline_fixed_age_split_seed8192,group01_subject_08,1613,0.1852136129780135,2.878642281463112,2.860466120336193
visual_baseline_fixed_age_split_seed8192,group01_subject_10,1610,0.31684830751478305,2.8425465838509316,3.106896956514868
visual_baseline_fixed_age_split_seed8192,group01_subject_15,1116,0.3318056624422791,2.6350806451612905,2.884367927855488
visual_baseline_fixed_age_split_seed8192,group01_subject_18,1855,0.261519904278038,2.8776280323450134,2.92733757373779
visual_baseline_fixed_age_split_seed8192,group02_subject_07,1050,0.24297769569215322,3.0030952380952383,3.0366502191906886
visual_baseline_fixed_age_split_seed8192,group02_subject_10,1320,0.2974775964563543,2.8854166666666665,2.9370571555513325
visual_baseline_fixed_age_split_seed8192,group02_subject_16,2090,0.2618230839095047,2.852392344497608,2.937696895302768
visual_baseline_fixed_age_split_seed8192,group02_subject_20,2459,0.33551048582867427,2.7932086213908094,2.94398975508055
visual_baseline_fixed_age_split_seed8192,group03_subject_11,2523,0.369899756654217,3.162504954419342,2.834618900203062
