run_name,subject_id,samples,mae,true_mean,pred_mean
sensor_baseline_fixed_age_split_seed7000,group01_subject_18,1855,0.23611072118712886,2.8776280323450134,2.992383489068949
sensor_baseline_fixed_age_split_seed7000,group02_subject_07,1050,0.23387369905199323,3.0030952380952383,2.9339718244189306
sensor_baseline_fixed_age_split_seed7000,group02_subject_10,1320,0.30844208616198915,2.8854166666666665,2.971856740026763
sensor_baseline_fixed_age_split_seed7000,group02_subject_16,2090,0.35840121832760896,2.852392344497608,2.926791511996511
sensor_baseline_fixed_age_split_seed7000,group02_subject_20,2459,0.4454629298098061,2.7932086213908094,3.023441486118188
sensor_baseline_fixed_age_split_seed7000,group03_subject_11,2523,0.3085631544609841,3.162504954419342,2.9666527648128973
sensor_baseline_fixed_age_split_seed8192,group01_subject_08,1613,0.2744218760666017,2.878642281463112,2.7685367823090528
sensor_baseline_fixed_age_split_seed8192,group01_subject_10,1610,0.23765308338662852,2.8425465838509316,2.868034591141695
sensor_baseline_fixed_age_split_seed8192,group01_subject_15,1116,0.32404083205807593,2.6350806451612905,2.903015919483691
sensor_baseline_fixed_age_split_seed8192,group01_subject_18,1855,0.22722476627627472,2.8776280323450134,2.9922385265885016
sensor_baseline_fixed_age_split_seed8192,group02_subject_07,1050,0.2446850247610183,3.0030952380952383,2.92409330027444
sensor_baseline_fixed_age_split_seed8192,group02_subject_10,1320,0.30435086199731537,2.8854166666666665,2.9608493508714617
sensor_baseline_fixed_age_split_seed8192,group02_subject_16,2090,0.36685821257139506,2.852392344497608,2.9357975223988437
sensor_baseline_fixed_age_split_seed8192,group02_subject_20,2459,0.4397564898084072,2.7932086213908094,3.0210073536224797
sensor_baseline_fixed_age_split_seed8192,group03_subject_11,2523,0.29980121677563487,3.162504954419342,2.9760781360721476
